price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,age,km_per_year
404000,34360,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2020.0,Black, Dubai,Other,bmw,x5,6.0,5726.666666666667
115000,28000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,White, Sharjah,EXR,toyota,rav-4,5.0,5600.0
102000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,White, Dubai,GLS Top 5 Door,mitsubishi,pajero,5.0,0.0
39999,219418,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2010.0,Red, Abu Dhabi,HSE,land-rover,lr4,16.0,13713.625
60000,36895,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2019.0,Silver, Ajman,LE,toyota,camry,7.0,5270.714285714285
275000,25652,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Platinum,cadillac,escalade,6.0,4275.333333333333
33000,204000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,SV,nissan,altima,10.0,20400.0
48000,142350,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2019.0,White, Abu Dhabi,Standard,mitsubishi,l200,7.0,20335.714285714286
182000,55000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2017.0,Black, Dubai,S Q4,maserati,ghibli,9.0,6111.111111111111
29000,84000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,Purple, Dubai,SEL,ford,taurus,12.0,7000.0
144900,57054,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,Silver, Dubai,S-line,audi,a5,8.0,7131.75
35000,95000,Perfect inside and out,Perfect inside and out,Dealer,Van,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2017.0,White, Dubai,GL,toyota,innova,9.0,10555.555555555555
43500,52000,"A bit of wear & tear, all repaired",Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,Black, Dubai,Other,honda,city,8.0,6500.0
58900,60451,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Blue, Dubai,Other,volvo,v-class,10.0,6045.1
395000,12000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,750.0,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Other,jeep,grand-cherokee,5.0,2400.0
120000,125800,"No accidents, very few faults","Minor faults, all fixed",Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Dubai,GX Basic,toyota,prado,11.0,11436.363636363636
95000,155192,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2014.0,White, Dubai,GL 500 4matic,mercedes-benz,gl-class,12.0,12932.666666666666
40000,64000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2015.0,Red,Sharjah,Cooper S,mini,cooper,11.0,5818.181818181818
27000,168424,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,White, Dubai,Other,changan,cs75,10.0,16842.4
14500,258,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,1999.0,Red, Dubai,GLS,mitsubishi,pajero,27.0,9.555555555555555
51000,63702,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2018.0,Orange, Dubai,Other,nissan,kicks,8.0,7962.75
129000,43000,Perfect inside and out,Perfect inside and out,Owner,Soft Top Convertible,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Silver, Dubai,E 250 CGI,mercedes-benz,e-class,10.0,4300.0
138500,100000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2016.0,Black, Sharjah,SE Platinum,nissan,patrol,10.0,10000.0
34000,60000,"No accidents, very few faults",Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,Black, Dubai,DX,honda,city,11.0,5454.545454545455
69500,89976,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Grey, Dubai,A 250,mercedes-benz,a-class,13.0,6921.2307692307695
39000,164263,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Silver, Dubai,Other,gmc,acadia,13.0,12635.615384615385
34500,144000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,Blue, Sharjah,Highline,volkswagen,touareg,15.0,9600.0
50000,172530,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,Grey, Dubai,Other,volkswagen,golf,10.0,17253.0
68000,203500,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2018.0,Silver, Dubai,SXT Plus,dodge,charger,8.0,25437.5
69900,197999,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2015.0,Red, Dubai,Limited,jeep,grand-cherokee,11.0,17999.909090909092
180999,8,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,White, Dubai,Sport S,jeep,wrangler,5.0,1.6
28000,113700,"Normal wear & tear, a few issues",Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,Black,Abu Dhabi,R 350 LWB 4matic,mercedes-benz,r-class,15.0,7580.0
47900,161000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,Grey, Dubai,Luxury,infiniti,qx50,12.0,13416.666666666666
95000,163253,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,White, Dubai,EXR,toyota,land-cruiser,13.0,12557.923076923076
62500,84000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,White, Dubai,Turbo S,volkswagen,beetle,10.0,8400.0
21000,170000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,Other,250.0,Gasoline,Left Hand Side,2009.0,Red, Abu Dhabi,LE,nissan,armada,17.0,10000.0
27000,400000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2009.0,Black, Dubai,525i,bmw,5-series,17.0,23529.41176470588
59000,187000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2010.0,Gold, Dubai,LE,nissan,patrol,16.0,11687.5
148000,32000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,White, Dubai,1/2 Ultra,lexus,ls-series,12.0,2666.6666666666665
239000,61000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2019.0,Silver, Dubai,Platinum,cadillac,escalade,7.0,8714.285714285714
217000,158000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,North American Specs,650.0,Gasoline,Left Hand Side,2017.0,Black, Dubai,C63 AMG,mercedes-benz,c-class,9.0,17555.555555555555
299000,52986,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6.0,Manual Transmission,Japanese Specs,950.0,Gasoline,Right Hand Side,1995.0,White, Dubai,Other,nissan,gt-r,31.0,1709.225806451613
49999,115287,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2017.0,Silver, Abu Dhabi,Other,honda,civic,9.0,12809.666666666666
38000,210000,"No accidents, very few faults",Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2011.0,Silver, Dubai,523i,bmw,5-series,15.0,14000.0
73000,34300,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2019.0,Black, Dubai,Luxury,cadillac,xts,7.0,4900.0
42000,220000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2014.0,Black, Sharjah,Other,ford,explorer,12.0,18333.333333333332
68000,112328,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,Other,volkswagen,gti,10.0,11232.8
38000,170000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,White, Abu Dhabi,R/T Mid,dodge,charger,12.0,14166.666666666666
229900,9000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,White, Dubai,CLA250,mercedes-benz,cla,5.0,1800.0
115000,31400,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,North American Specs,450.0,Gasoline,Left Hand Side,2019.0,Grey, Dubai,Srt8,dodge,charger,7.0,4485.714285714285
142000,180000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,European Specs,550.0,Gasoline,Left Hand Side,2003.0,Black, Dubai,G 500,mercedes-benz,g-class,23.0,7826.086956521739
57500,105000,Perfect inside and out,Perfect inside and out,Owner,Soft Top Convertible,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2008.0,Brown, Dubai,S,porsche,boxster,18.0,5833.333333333333
78000,22220,Perfect inside and out,Perfect inside and out,Owner,Coupe,4.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2020.0,Grey, Dubai,Ecoboost Premium,ford,mustang,6.0,3703.3333333333335
158000,83000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,Japanese Specs,250.0,Gasoline,Left Hand Side,2015.0,White, Ajman,S 400,mercedes-benz,s-class,11.0,7545.454545454545
41000,166500,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2010.0,Brown, Dubai,GLS,mitsubishi,pajero,16.0,10406.25
55000,350000,Perfect inside and out,Perfect inside and out,Owner,Van,4.0,Manual Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,White, Dubai,Standard,toyota,hiace,10.0,35000.0
97000,180000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2015.0,White, Dubai,LT,chevrolet,tahoe,11.0,16363.636363636364
26000,252000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2012.0,White, Sharjah,SR,nissan,maxima,14.0,18000.0
49000,54000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,North American Specs,175.0,Gasoline,Left Hand Side,2019.0,Blue, Dubai,Other,kia,optima,7.0,7714.285714285715
95000,100,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2021.0,Silver, Dubai,GLX 2WD,mitsubishi,montero-sport,5.0,20.0
43000,230151,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2012.0,Grey, Dubai,Other,dodge,ram,14.0,16439.35714285714
119000,47000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,Other,350.0,Gasoline,Left Hand Side,2019.0,Black, Dubai,Limited,toyota,tundra,7.0,6714.285714285715
179000,16,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,White, Dubai,Limited,jeep,cherokee,5.0,3.2
299000,4000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,North American Specs,550.0,Gasoline,Left Hand Side,2020.0,White, Dubai,S 560 4MATIC,mercedes-benz,s-class,6.0,666.6666666666666
110000,225061,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,Gold, Abu Dhabi,HSE,land-rover,range-rover,12.0,18755.083333333332
275000,127140,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,White, Dubai,Platinum,lexus,lx-series,10.0,12714.0
59000,111699,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2012.0,Grey, Abu Dhabi,CLS 350,mercedes-benz,cls-class,14.0,7978.5
99000,100000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,Black, Dubai,Sport,jeep,wrangler,9.0,11111.111111111111
194900,71500,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2017.0,Silver, Dubai,GXR TOP,toyota,land-cruiser,9.0,7944.444444444444
52000,137,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Blue, Dubai,Standard,ford,explorer,11.0,12.454545454545455
369000,30545,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2020.0,White, Dubai,GLE 450 AMG,mercedes-benz,gle-class,6.0,5090.833333333333
52500,85000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2019.0,Silver, Dubai,GL MID,hyundai,elantra,7.0,12142.857142857143
87000,10735,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2017.0,Blue, Abu Dhabi,Other,volkswagen,tiguan,9.0,1192.7777777777778
76000,56000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2010.0,Black, Dubai,Tx-l MID,toyota,prado,16.0,3500.0
96000,167000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2014.0,White, Dubai,LE Titanium,nissan,patrol,12.0,13916.666666666666
63000,10000,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2021.0,White, Ajman,EX,toyota,rush,5.0,2000.0
51000,90000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2017.0,Black, Dubai,Platinum,cadillac,xts,9.0,10000.0
63000,78000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,North American Specs,350.0,Gasoline,Left Hand Side,2016.0,Black, Dubai,C300 Sport,mercedes-benz,c-class,10.0,7800.0
72500,314851,Perfect inside and out,Perfect inside and out,Dealer,Van,4.0,Manual Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2017.0,White, Dubai,PV TOP,toyota,hiace,9.0,34983.444444444445
385000,31000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6.0,Automatic Transmission,GCC Specs,450.0,Electric,Left Hand Side,2020.0,White, Dubai,P100D,tesla,model-s,6.0,5166.666666666667
415000,31000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,Other,550.0,Gasoline,Left Hand Side,2016.0,Brown, Dubai,Standard,bentley,mulsanne,10.0,3100.0
200000,59288,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2013.0,White, Dubai,S,aston-martin,vantage,13.0,4560.615384615385
24500,152000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2012.0,Silver, Dubai,S 4WD,nissan,pathfinder,14.0,10857.142857142857
270000,23000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2019.0,Other Color, Dubai,Other,maserati,levante,7.0,3285.714285714286
62000,112090,Perfect inside and out,Perfect inside and out,Dealer,Van,4.0,Manual Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,White, Dubai,Standard,toyota,hiace,8.0,14011.25
175000,40000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2020.0,Brown, Abu Dhabi,1500 Laramie Crew,dodge,ram,6.0,6666.666666666667
79500,78000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2018.0,Grey, Dubai,Other,honda,cr-v,8.0,9750.0
63500,150000,Perfect inside and out,Perfect inside and out,Owner,Hard Top Convertible,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2014.0,Yellow, Dubai,Sport S,jeep,wrangler-unlimited,12.0,12500.0
19500,136000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2008.0,Silver, Dubai,520i Executive,bmw,5-series,18.0,7555.555555555556
52000,45000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2019.0,White, Sharjah,SE,toyota,corolla,7.0,6428.571428571428
34500,186279,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Teal, Dubai,Other,nissan,pathfinder,11.0,16934.454545454544
195000,1000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,Other,450.0,Gasoline,Left Hand Side,2021.0,White, Dubai,Limited + EL,ford,expedition,5.0,200.0
126000,122000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Black, Abu Dhabi,SE Platinum,nissan,patrol,10.0,12200.0
79000,94000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2013.0,Black, Dubai,Standard,toyota,fj-cruiser,13.0,7230.7692307692305
46500,165000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,Silver, Dubai,SE,toyota,camry,10.0,16500.0
61000,157597,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Brown, Dubai,528i,bmw,5-series,11.0,14327.0
124900,4353,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2016.0,Other Color, Dubai,Sport,ford,edge,10.0,435.3
26000,135000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2008.0,White, Sharjah,Denali,gmc,yukon,18.0,7500.0
45000,153000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8.0,Automatic Transmission,Other,350.0,Gasoline,Left Hand Side,2011.0,Black, Dubai,Prestige Plus LWB,lexus,ls-series,15.0,10200.0
55000,193500,Perfect inside and out,Perfect inside and out,Owner,SUV,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2014.0,Blue, Dubai,Standard,audi,q5,12.0,16125.0
180000,18935,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2020.0,White, Dubai,GT,ford,mustang,6.0,3155.8333333333335
42000,99000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2015.0,White, Ajman,EX,kia,soul,11.0,9000.0
78000,240000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2012.0,White, Sharjah,LE,nissan,patrol,14.0,17142.85714285714
19999,205147,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2007.0,Brown, Abu Dhabi,Other,chevrolet,suburban,19.0,10797.21052631579
125000,259916,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2014.0,Black, Dubai,HSE,land-rover,range-rover-sport,12.0,21659.666666666668
13500,95000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,White, Dubai,SE,renault,symbol,10.0,9500.0
64000,110000,Perfect inside and out,Perfect inside and out,Owner,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2013.0,White, Dubai,xDrive35i,bmw,x5,13.0,8461.538461538461
55000,107000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2015.0,Black, Sharjah,1500 2LT,chevrolet,silverado,11.0,9727.272727272728
72000,340000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2009.0,White, Dubai,VXR TOP,toyota,land-cruiser,17.0,20000.0
44900,82794,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2018.0,White, Dubai,S,nissan,sentra,8.0,10349.25
300000,8000,Perfect inside and out,Perfect inside and out,Owner,SUV,8.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2021.0,Grey, Dubai,VXR,toyota,land-cruiser,5.0,1600.0
110000,39000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,North American Specs,250.0,Gasoline,Left Hand Side,2020.0,Black, Ajman,3.8 V6 4WD,hyundai,palisade,6.0,6500.0
140000,97115,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2019.0,Red, Dubai,Other,jeep,grand-cherokee,7.0,13873.57142857143
185000,107310,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,350.0,Gasoline,Left Hand Side,2017.0,White, Dubai,SE,land-rover,range-rover-sport,9.0,11923.333333333334
95000,75000,Perfect inside and out,Perfect inside and out,Owner,Crossover,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2016.0,Silver, Dubai,Sport Luxury Plus,infiniti,qx70,10.0,7500.0
63000,111707,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,450.0,Gasoline,Left Hand Side,2013.0,White, Dubai,Xdrive50i,bmw,x5,13.0,8592.846153846154
45000,112000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8.0,Automatic Transmission,Japanese Specs,450.0,Gasoline,Left Hand Side,1997.0,Blue, Dubai,S 500l,mercedes-benz,s-class,29.0,3862.0689655172414
28000,57840,Perfect inside and out,Perfect inside and out,Dealer,Sedan,3.0,Automatic Transmission,GCC Specs,125.0,Gasoline,Left Hand Side,2019.0,Silver, Dubai,GLX,mitsubishi,attrage,7.0,8262.857142857143
172000,10952,Perfect inside and out,Perfect inside and out,Dealer,SUV,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2021.0,Grey, Abu Dhabi,sDrive20i,bmw,x1,5.0,2190.4
230000,37035,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,4.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2021.0,White, Dubai,Sdrive30i,bmw,z4,5.0,7407.0
72000,144944,Perfect inside and out,Perfect inside and out,Dealer,SUV,8.0,Automatic Transmission,GCC Specs,550.0,Gasoline,Left Hand Side,2011.0,Black, Dubai,Turbo,porsche,cayenne,15.0,9662.933333333332
43500,162000,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,4.0,Manual Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2011.0,White, Sharjah,Other,toyota,hilux,15.0,10800.0
37000,49000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4.0,Automatic Transmission,Other,175.0,Gasoline,Left Hand Side,2016.0,White, Dubai,EXi,honda,civic,10.0,4900.0
43000,101163,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2014.0,White, Dubai,GLS,mitsubishi,pajero,12.0,8430.25
69700,62450,Perfect inside and out,Perfect inside and out,Dealer,SUV,6.0,Automatic Transmission,GCC Specs,250.0,Gasoline,Left Hand Side,2018.0,White, Dubai,GLS Top 5 Door,mitsubishi,pajero,8.0,7806.25
39000,79562,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,4.0,Automatic Transmission,GCC Specs,175.0,Gasoline,Left Hand Side,2016.0,Blue, Dubai,VTi,honda,civic,10.0,7956.2
